id,app_id,platforms,categories,genres,CompositeRating,header_image
689,231200,"windows,mac","Single-player,Steam Achievements,Full controller support,Captions available,Steam Cloud,Remote Play on TV,Family Sharing","Adventure,Indie",0.398649,https://cdn.akamai.steamstatic.com/steam/apps/231200/header.jpg?t=1692292539
1199,324140,"windows,mac","Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards,Remote Play Together,Family Sharing","Action,Casual",0.398649,https://cdn.akamai.steamstatic.com/steam/apps/324140/header.jpg?t=1577993615
1164,317320,"windows,mac","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Family Sharing","Adventure,Indie",0.398649,https://cdn.akamai.steamstatic.com/steam/apps/317320/header.jpg?t=1683296586
96,4920,"windows,mac","Multi-player,PvP,Online PvP,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Includes level editor,Family Sharing","Action,Indie,Strategy",0.398558,https://cdn.akamai.steamstatic.com/steam/apps/4920/header.jpg?t=1639666850
1135,311340,"windows,mac","Single-player,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards,Family Sharing","Action,Adventure",0.39842,https://cdn.akamai.steamstatic.com/steam/apps/311340/header.jpg?t=1690416708
8,300,"windows,mac","Multi-player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Valve Anti-Cheat enabled,Stats,Includes Source SDK,Family Sharing",Action,0.397976,https://cdn.akamai.steamstatic.com/steam/apps/300/header.jpg?t=1694209029
30,300,"windows,mac","Multi-player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Valve Anti-Cheat enabled,Stats,Includes Source SDK,Family Sharing",Action,0.397976,https://cdn.akamai.steamstatic.com/steam/apps/300/header.jpg?t=1694209029
319,41700,"windows,mac","Single-player,Multi-player,PvP,Online PvP,LAN PvP,Steam Cloud,Family Sharing","Action,RPG",0.395715,https://cdn.akamai.steamstatic.com/steam/apps/41700/header.jpg?t=1685134248
60,2600,"windows,mac","Single-player,Family Sharing",Action,0.395265,https://cdn.akamai.steamstatic.com/steam/apps/2600/header.jpg?t=1604376441
1105,304030,,,,0.395199,
653,226840,"windows,mac","Single-player,Multi-player,Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor,Remote Play Together,Family Sharing","RPG,Strategy",0.394855,https://cdn.akamai.steamstatic.com/steam/apps/226840/header.jpg?t=1710241050
629,222750,"windows,mac","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Trading Cards,Steam Cloud,Family Sharing","Indie,Simulation,Strategy",0.394671,https://cdn.akamai.steamstatic.com/steam/apps/222750/header.jpg?t=1639653297
1047,293260,"windows,mac","Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Captions available,Includes level editor","Free to Play,RPG,Strategy",0.394177,https://cdn.akamai.steamstatic.com/steam/apps/293260/header.jpg?t=1653471081
753,242820,"windows,mac","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV,Family Sharing","Action,Indie",0.394112,https://cdn.akamai.steamstatic.com/steam/apps/242820/header.jpg?t=1632130187
1198,323850,"windows,mac","Single-player,Multi-player,PvP,Online PvP,LAN PvP,Shared/Split Screen PvP,Co-op,Online Co-op,LAN Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Stats,Includes l","Action,Indie",0.393845,https://cdn.akamai.steamstatic.com/steam/apps/323850/header.jpg?t=1702465813
